NumTrees,MaxDepth,LeafSize,RMSE
139,44,1,0.0538868952681682
85,43,1,0.0539286797008139
84,43,1,0.0529503493913303
85,42,1,0.0531375812047166
141,42,1,0.0511025932724466
144,43,1,0.0524440638355665
143,43,1,0.0521675169002881
141,42,1,0.052780339970307
144,43,1,0.0504883014250383
142,43,1,0.049626128198039
100,43,1,0.0547440999394646
85,43,1,0.0539991384400652
139,42,1,0.0531539990845714
85,43,1,0.0509880261587938
141,43,1,0.054105369389805
84,43,1,0.0528335696760597
85,41,2,0.0706178775192461
140,44,2,0.0687512651007098
143,43,2,0.0673793598272482
86,42,1,0.0523773586596238
142,43,1,0.0538601088973434
141,44,1,0.0523964974411162
140,43,1,0.0503979114207958
144,43,1,0.053485635793768
144,43,1,0.0526745677965717
86,43,1,0.0526884363991659
142,43,1,0.050932044147091
140,42,1,0.0552347876767363
86,43,1,0.0527438542838153
144,41,2,0.0649153609069967
85,44,1,0.0531332879836484
142,43,1,0.0523055754478848
143,43,1,0.0516274239418447
84,42,1,0.0524378870516745
141,43,1,0.0512577150338097
100,42,1,0.0545481031562513
142,43,1,0.0544118091581647
142,43,1,0.0509722595584213
86,43,1,0.0524002790127573
85,43,1,0.0557842622982072
84,43,1,0.0537797186553439
141,44,1,0.0532008036562608
142,43,2,0.0679500149801783
141,44,1,0.0505765081080062
84,44,1,0.0524659130123141
85,43,1,0.0498728188611905
85,43,1,0.0512396868066352
144,44,1,0.0530364699906121
85,43,1,0.0535765661262332
142,43,1,0.0540254127985999
139,44,1,0.0505776054419339
144,43,1,0.0528292045330572
139,44,1,0.0519932363405525
141,43,1,0.052593472236158
141,44,1,0.0514893525553418
